"record_id","canonical_id","legacy_id","name","company","state","county","record_revision","structured_road_sequence","trusted_destination_source","trusted_destination_role","destination_latitude","destination_longitude","classification_bucket","last_usable_approved_highway_anchor","anchor_evidence_basis","primary_direction_source","primary_cleaned_road_order","older_sequence_conflict","overlay_status","overlay_reason","overlay_last_highway","ordered_exact_evidence","ordered_exact_section_count","teal_section_count","pr212_read_only_disposition","pr212_read_only_reason","fail_closed_reason","next_gate"
"b9d1a8de-2ddd-4345-82a1-7e2a1f6ff2cb","b9d1a8de-2ddd-4345-82a1-7e2a1f6ff2cb","ascent--carlos","CARLOS","Ascent","Ohio","Belmont","1786265812046205","I-70E → Exit 208 → OH-149 → Elm States Rd → Pad","saved_pad_gps","saved pad reference","40.042305","-80.972809","CLEAN_DIRECT_I70_CANDIDATE","OH-149","directions_clear primary order begins with I-70 normalized as I-70; last usable approved numbered-highway anchor is OH-149","directions_clear","I-70 E → Exit 208 / Route 149 S → Elm States Rd / TR-82 → Breeze pad landmark → approximately 1 mile → Carlos pad","true","ROUTED_DISPLAY","graph_receipt_ordered_prefix_then_solid_neutral_remainder","OH-149","yes","1","1","HELD_TRANSITION","Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.","Planning candidate only: no reviewed exact-record Google Navigate contract exists on main, so runtime remains GPS-only.","Select 1-3 exact road-occurrence waypoints, confirm the final approach by satellite, prove both I-70 directions in Google step detail, then add one exact-record contract with tests/accounting."
"18213b3c-d7a0-4042-b369-c595dce25a9d","18213b3c-d7a0-4042-b369-c595dce25a9d","ascent--coffield","COFFIELD","Ascent","Ohio","Belmont","1786258360881449","OH-9 → CR-5 → A Rd → Little Mcmahon Creek Rd → Glencoe Rd → Township Ohio Follow Lude Rd → Lude Rd → Lloydsville Bannock Rd → US-40 → OH-331 → I-70 → Exit 216 → Mi Continue On Glencoe Rd → Methodist Ridge Rd → Glencoe Road/glencoe-street Clairsville Rd → Pad","saved_pad_gps","saved pad reference","40.044611","-80.88296","ALIAS_OR_SOURCE_ORDER_AMBIGUITY","OH-9","directions_clear last anchor OH-9 conflicts with historical-overlay last anchor I-70","directions_clear","Route 70 → Route 9 S → County Road 5 → Methodist Ridge haul-route sign → Pad","true","PIN_ONLY","candidate_start_lacks_exact_master_last_highway_road_id_anchor","I-70","no","0","0","HELD_IDENTITY","The earliest unresolved cleaned-source blocker is an exact authoritative identity/Road Manager mapping gap.","Fail closed: directions_clear last anchor OH-9 conflicts with historical-overlay last anchor I-70. Runtime remains GPS-only.","Resolve the primary-source alias/order against the exact intended road occurrence without promoting renderer or overlay labels; only then perform waypoint, satellite, and two-direction QA."
"ab964acf-05ac-4e18-b8cd-e5cb3914105c","ab964acf-05ac-4e18-b8cd-e5cb3914105c","ascent--coleman","COLEMAN","Ascent","Ohio","Belmont","1787459253071652","I-70 → Exit 215 → US-40 → Vineyard Rd → OR → OH-331 → US-40 → Vineyard Rd","saved_pad_gps","saved pad reference","40.07909","-80.93528","EXCLUDED_OR_INSUFFICIENT","US-40","Potential anchor US-40 is recorded only for inspection; explicit owner exclusion or insufficient-source hold takes precedence.","directions_clear","I-70 → Exit 215 → US-40 W → Vineyard Rd / CR-56 (0.4 mile)","true","ROUTED_DISPLAY","graph_receipt_ordered_prefix_then_solid_neutral_remainder","US-40","yes","1","1","HELD_TRANSITION","Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.","Explicit owner scope hold: candidate only unless a later exact current record completes the full reviewed-handoff gate.","Complete the explicit current-record review gate described in the fail-closed reason; no publication from this board."
"4213711f-0f23-440a-b0ec-42a1f9be4db0","4213711f-0f23-440a-b0ec-42a1f9be4db0","ascent--cook","COOK","Ascent","Ohio","Belmont","1786265812046205","St Bellaire Exit On St → OH-149 → Tar Run Rd → Cumberland Run Rd → Lease Road","saved_pad_gps","saved pad reference","40.002019","-80.875167","OTHER_NUMBERED_HIGHWAY_CANDIDATE","OH-149","directions_clear primary order names SR-149; normalized last usable approved anchor is OH-149","directions_clear","SR-149 W (9.4 miles) → Tar Run Rd (0.1 mile) → Cumberland Run Rd (300 feet) → Lease Road","true","ROUTED_DISPLAY","graph_receipt_ordered_prefix_then_solid_neutral_remainder","OH-149","yes","2","0","HELD_TRANSITION","Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.","Planning candidate only: no reviewed exact-record Google Navigate contract exists on main, so runtime remains GPS-only.","Select 1-3 exact road-occurrence waypoints, confirm the final approach by satellite, prove both highway directions where practical, then add one exact-record contract with tests/accounting."
"23053421-06d5-47a2-bf77-5c3fdea4939b","23053421-06d5-47a2-bf77-5c3fdea4939b","ascent--cravat-north","CRAVAT NORTH","Ascent","Ohio","Belmont","1786258360881449","I-70 → Exit 216 → OH-9 → Shepherstown Rd → CR-36","saved_pad_gps","saved pad reference","40.158191","-80.913312","CLEAN_DIRECT_I70_CANDIDATE","OH-9","directions_clear primary order begins with I-70 normalized as I-70; last usable approved numbered-highway anchor is OH-9","directions_clear","I-70 → Exit 216 → OH-9 N (7.5 miles) → Shepherstown Rd / CR-64 (1.4 miles) → CR-36 (1.2 miles) → Entrance","true","ROUTED_DISPLAY","graph_receipt_ordered_prefix_then_solid_neutral_remainder","OH-9","yes","5","0","HELD_IDENTITY","The earliest unresolved cleaned-source blocker is an exact authoritative identity/Road Manager mapping gap.","Planning candidate only: no reviewed exact-record Google Navigate contract exists on main, so runtime remains GPS-only.","Select 1-3 exact road-occurrence waypoints, confirm the final approach by satellite, prove both I-70 directions in Google step detail, then add one exact-record contract with tests/accounting."
"6a47931a-4341-4965-9593-cfc3fc3e1c80","6a47931a-4341-4965-9593-cfc3fc3e1c80","ascent--emersyn","EMERSYN","Ascent","Ohio","Belmont","1786258360881449","OH-149 → US-40 → Pancoast Rd → Lude Rd → National Oco Rd → Saffel Rd → OR → I-70 → Exit 208 → US-40 → Pancoast Rd → Lude Rd → National Oco Rd → Saffel Rd","verified_driver_entrance","verified driver entrance","40.089436","-80.996978","OTHER_NUMBERED_HIGHWAY_CANDIDATE","US-40","directions_clear primary order names US-40; normalized last usable approved anchor is US-40","directions_clear","OH-149 (6.9 miles) → US-40 (1.4 miles) → Pancoast Rd (1 mile) → Lude Rd (0.9 miles) → National Oco Rd (0.8 miles) → Saffel Rd (0.5 miles)","true","ROUTED_DISPLAY","graph_receipt_ordered_prefix_then_solid_neutral_remainder","US-40","yes","1","0","HELD_IDENTITY","The earliest unresolved cleaned-source blocker is an exact authoritative identity/Road Manager mapping gap.","Planning candidate only: no reviewed exact-record Google Navigate contract exists on main, so runtime remains GPS-only.","Select 1-3 exact road-occurrence waypoints, confirm the final approach by satellite, prove both highway directions where practical, then add one exact-record contract with tests/accounting."
"a6fafe63-0153-4e09-a931-0da5b65b18ea","a6fafe63-0153-4e09-a931-0da5b65b18ea","ascent--eureka","EUREKA","Ascent","Ohio","Belmont","1786265812046205","Warnock Glencoe Rd → OH-9 → Pad → OR → Belmont Warnock Rd → OH-9 → OH-149 → OR → I-70 → Exit 216 → OH-149","saved_pad_gps","saved pad reference","40.01486","-80.920507","ALIAS_OR_SOURCE_ORDER_AMBIGUITY","OH-149","directions_clear last anchor OH-149 conflicts with historical-overlay last anchor OH-9","directions_clear","Warnock Glencoe Rd / SR-149 W (3.4 miles) → Eureka entrance","true","ROUTED_DISPLAY","graph_receipt_ordered_prefix_then_solid_neutral_remainder","OH-9","yes","1","1","HELD_TRANSITION","Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.","Fail closed: directions_clear last anchor OH-149 conflicts with historical-overlay last anchor OH-9. Runtime remains GPS-only.","Resolve the primary-source alias/order against the exact intended road occurrence without promoting renderer or overlay labels; only then perform waypoint, satellite, and two-direction QA."
"4166a215-45bb-4662-82e2-80bb0184703b","4166a215-45bb-4662-82e2-80bb0184703b","ascent--exeter","EXETER","Ascent","Ohio","Belmont","1786265812046205","I-70 → Exit 213 → OH-331 → Over Narrow Bridge Up Hill → Lease Road","official_pad_reference","official pad reference","40.099352","-80.984043","CLEAN_DIRECT_I70_CANDIDATE","OH-331","directions_clear primary order begins with I-70 normalized as I-70; last usable approved numbered-highway anchor is OH-331","directions_clear","I-70 → Exit 213 → Route 331 N → Prison landmark → Left at bottom of hill → Immediate right → Narrow bridge → Lease Road","true","PIN_ONLY","no_exact_last_interstate_us_or_state_highway","","no","0","0","HELD_TRANSITION","Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.","Planning candidate only: no reviewed exact-record Google Navigate contract exists on main, so runtime remains GPS-only.","Select 1-3 exact road-occurrence waypoints, confirm the final approach by satellite, prove both I-70 directions in Google step detail, then add one exact-record contract with tests/accounting."
"46b82718-a6ca-437a-a2c6-f50c3f57c552","46b82718-a6ca-437a-a2c6-f50c3f57c552","ascent--ezekiel","EZEKIEL","Ascent","Ohio","Belmont","1787459253071652","","saved_pad_gps","saved pad reference","40.005527","-81.207719","EXCLUDED_OR_INSUFFICIENT","","No usable canonical anchor is available.","written_directions","","false","PIN_ONLY","no_exact_last_interstate_us_or_state_highway","","no","0","0","INSUFFICIENT","Only unstructured written directions are available; a canonical route cannot be inferred without guessing.","Only unstructured written directions are available; a canonical route cannot be inferred without guessing.","Obtain a canonical authoritative road order; do not infer one from unstructured prose."
"f5944b59-285c-4c82-aeba-98b3d1fba4ae","f5944b59-285c-4c82-aeba-98b3d1fba4ae","ascent--fleagane","FLEAGANE","Ascent","Ohio","Belmont","1786258360881449","Route 70 → Pad","saved_pad_gps","saved pad reference","40.048011","-80.795112","OTHER_NUMBERED_HIGHWAY_CANDIDATE","I-470","directions_clear supplies a generic Route 70 start that remains provisional; the independently named last usable approved numbered-highway anchor is I-470","directions_clear","Route 70 E → Interstate 470 E → County Road 214 → Pad lease","true","PIN_ONLY","no_exact_last_interstate_us_or_state_highway","","no","0","0","HELD_IDENTITY","The earliest unresolved cleaned-source blocker is an exact authoritative identity/Road Manager mapping gap.","Planning candidate only: the generic Route 70 start remains provisional and no reviewed exact-record Google Navigate contract exists on main; runtime remains GPS-only.","Resolve the generic Route 70 start without assuming I-70, select 1-3 exact controls from the independently named last anchor through the written local roads, confirm the final approach by satellite, and prove both practical highway directions before any exact-record contract."
"ed1df007-6cd9-4704-9d48-f72209cefa29","ed1df007-6cd9-4704-9d48-f72209cefa29","ascent--geoflo","GEOFLO","Ascent","Ohio","Belmont","1786265812046205","Exit 216 → OH-9 → Maynard Rd → Kagg Hill Rd → Fairpoint-maynard Rd → Lease Road","saved_pad_gps","saved pad reference","40.120221","-80.921817","OTHER_NUMBERED_HIGHWAY_CANDIDATE","OH-9","directions_clear primary order names SR-9; normalized last usable approved anchor is OH-9","directions_clear","Exit 216 → SR-9 N (3.1 miles) → Maynard Rd / CR-56 (0.8 mile) → Kagg Hill Rd (0.9 mile) → Fairpoint-Maynard Rd / CR-10 (0.5 mile) → Lease Road","true","ROUTED_DISPLAY","graph_receipt_ordered_prefix_then_solid_neutral_remainder","OH-9","yes","6","1","HELD_TRANSITION","Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.","Planning candidate only: no reviewed exact-record Google Navigate contract exists on main, so runtime remains GPS-only.","Select 1-3 exact road-occurrence waypoints, confirm the final approach by satellite, prove both highway directions where practical, then add one exact-record contract with tests/accounting."
"a02e60ee-e32a-4c10-a7c5-b284395159fd","a02e60ee-e32a-4c10-a7c5-b284395159fd","ascent--grand","GRAND","Ascent","Ohio","Belmont","1786265512886177","I-70 → Exit 202 → Hillcrest Rd → Lease Road","official_wellhead_reference","official wellhead reference","40.013451","-81.160887","CLEAN_DIRECT_I70_CANDIDATE","I-70","directions_clear primary order begins with I-70 normalized as I-70; last usable approved numbered-highway anchor is I-70","directions_clear","I-70 → Exit 202 / Barnesville → Head south (about 2.9 miles) → Hillcrest Rd → Lease Road","true","PIN_ONLY","no_exact_last_interstate_us_or_state_highway","","no","0","0","HELD_IDENTITY","The earliest unresolved cleaned-source blocker is an exact authoritative identity/Road Manager mapping gap.","Planning candidate only: no reviewed exact-record Google Navigate contract exists on main, so runtime remains GPS-only.","Select 1-3 exact road-occurrence waypoints, confirm the final approach by satellite, prove both I-70 directions in Google step detail, then add one exact-record contract with tests/accounting."
"036d0ac7-d72e-49e4-a400-ee0a631029e1","036d0ac7-d72e-49e4-a400-ee0a631029e1","ascent--henderson","HENDERSON","Ascent","Ohio","Belmont","1786265812046205","Exit 208 → I-70 → OH-149 → OH-147 → OH-9 → Henderson Rd → Lease Road","saved_pad_gps","saved pad reference","40.050354","-80.935656","CLEAN_DIRECT_I70_CANDIDATE","OH-9","directions_clear primary order begins with I-70 normalized as I-70; last usable approved numbered-highway anchor is OH-9","directions_clear","I-70 → Exit 208 → OH-149 S (2.4 miles) → OH-147 / OH-149 (0.2 mile) → OH-149 (6.9 miles) → OH-9 N (1.5 miles) → Henderson Rd / TR-722 (0.6 mile) → Lease Road","true","ROUTED_DISPLAY","graph_receipt_ordered_prefix_then_solid_neutral_remainder","OH-9","yes","1","0","HELD_TRANSITION","Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.","Planning candidate only: no reviewed exact-record Google Navigate contract exists on main, so runtime remains GPS-only.","Select 1-3 exact road-occurrence waypoints, confirm the final approach by satellite, prove both I-70 directions in Google step detail, then add one exact-record contract with tests/accounting."
"07b566cd-393e-49f6-9547-676438aefc1a","07b566cd-393e-49f6-9547-676438aefc1a","ascent--hindman","HINDMAN","Ascent","Ohio","Belmont","1786246617744175","I-70 → Exit 218 → Mall Rd → Hindman Rd","official_pad_reference","official pad reference","40.080894","-80.842001","EXCLUDED_OR_INSUFFICIENT","I-70","Potential anchor I-70 is recorded only for inspection; explicit owner exclusion or insufficient-source hold takes precedence.","directions_clear","I-70 → Exit 218 → Mall Rd → saved Route 40 (1.1 miles) → Hindman Rd / TR-437 (0.7 mile) → Access","true","PIN_ONLY","no_exact_last_interstate_us_or_state_highway","","no","0","0","HELD_IDENTITY","The earliest unresolved cleaned-source blocker is an exact authoritative identity/Road Manager mapping gap.","Explicit owner scope hold: destination is an ODNR official pad reference, not a verified entrance; keep held.","Do not publish ordinary entrance navigation; require a separately verified driver entrance bound to the exact current record."
"947959e6-8297-4b03-b591-25d196e7b1c0","947959e6-8297-4b03-b591-25d196e7b1c0","ascent--kasetta","KASETTA","Ascent","Ohio","Belmont","1786265812046205","Exit 208 → OH-149 → OH-147 → CR-5 → CR-56","saved_pad_gps","saved pad reference","39.92","-80.87","CLEAN_DIRECT_I70_CANDIDATE","OH-147","directions_clear primary order begins with I-70 normalized as I-70; last usable approved numbered-highway anchor is OH-147","directions_clear","I-70 → Exit 208 → Route 149 S → Route 147 → CR-5 (1.3 miles) → CR-56 / Mount Victory Rd (3.1 miles) → Lease Road","true","ROUTED_DISPLAY","graph_receipt_ordered_prefix_then_solid_neutral_remainder","OH-147","yes","1","1","HELD_TRANSITION","Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.","Planning candidate only: no reviewed exact-record Google Navigate contract exists on main, so runtime remains GPS-only.","Select 1-3 exact road-occurrence waypoints, confirm the final approach by satellite, prove both I-70 directions in Google step detail, then add one exact-record contract with tests/accounting."
"3d920c70-2910-4b0a-a85a-442cd477802f","3d920c70-2910-4b0a-a85a-442cd477802f","ascent--krnyaich","KRNYAICH","Ascent","Ohio","Belmont","1786258360881449","Wegee Rd → Cash Ridge","saved_pad_gps","saved pad reference","39.966783","-80.851178","ALIAS_OR_SOURCE_ORDER_AMBIGUITY","OH-147","uncorroborated generic or conflicting alias 'Route 147' normalized provisionally as OH-147","directions_clear","Route 147 in Key → Wegee Rd → Cash Ridge Rd → Lease Road","true","PIN_ONLY","no_exact_last_interstate_us_or_state_highway","","no","0","0","HELD_TRANSITION","Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.","Fail closed: uncorroborated generic or conflicting alias 'Route 147' normalized provisionally as OH-147. Runtime remains GPS-only.","Resolve the primary-source alias/order against the exact intended road occurrence without promoting renderer or overlay labels; only then perform waypoint, satellite, and two-direction QA."
