pad_id,legacy_id,pad_name,county,township,record_revision,latitude,longitude,coordinate_role,direction_source,source_sha256,cleaned_road_order,older_sequence_conflict,road_occurrence_count,resolved_identity_count,held_identity_count,resolved_transition_count,held_transition_count,resolved_geometry_count,held_geometry_count,current_navigation_state,existing_reviewed_google_url,google_qa_status,final_disposition,exact_disposition_reason,prepared_repository_work
c2923e5d-882b-44fe-be0c-6f3332cbb54b,ascent--anchor,ANCHOR,Belmont,Flushing,1786265812046205,40.158007,'-81.093945,official pad reference,directions_clear,a0d4f978e0acdb0aa74a845774035bd3220c3e9f1567d84dca14f2cb9b32a7c5,Route 22 E → Route 331 S → Resivor Rd → Pad,true,4,1,2,0,2,0,3,GPS_ONLY,,not_ready,HELD_IDENTITY,The earliest unresolved cleaned-source blocker is an exact authoritative identity/Road Manager mapping gap.,
63a3497d-70e9-47a0-8500-00e094a5b871,ascent--antelok,ANTELOK,Belmont,Richland,1787459253071652,40.043212,'-80.900901,saved pad reference,directions_clear,315a839fe0d1d106d0d1ffe4c44c02343371b98064bca63d806b4b20e693c59c,I-70 → OH-9 S → CR-5 (approximately 1.5 miles) → McFetridge / Dunham Rd → Access Road,true,5,2,2,0,3,0,4,GPS_ONLY,,not_ready,HELD_IDENTITY,The earliest unresolved cleaned-source blocker is an exact authoritative identity/Road Manager mapping gap.,
fa2d692c-4f3a-4a28-8985-3809c9dbd15d,ascent--axle,AXLE,Belmont,WARREN,1786265812046205,39.984049,'-81.195962,saved pad reference,directions_clear,f7d28c0139b7941dea3da2e73a434450479b6969afa8735020de2b38138963c4,I-70 → Route 800 S → Route 147 W (0.9 mile) → Access Road → Lease Road,true,5,1,2,0,2,1,2,DONE,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=39.984049%2C-81.195962&waypoints=39.978808%2C-81.194557,existing_reviewed_contract_preserved,REVIEWED_HANDOFF_READY,Existing reviewed named/public-road handoff remains byte-stable; any terminal GPS/private remainder stays explicitly neutral or held.,
d7898e8c-1bb6-48f8-b5e0-87bc1898420e,ascent--bakos,BAKOS,Belmont,COLERAIN,1787615581785257,40.151125,'-80.852968,saved pad reference,directions_clear,55cd2c17040cf1e25bb8e9aecd165ec0c18d28a6135650ebbc8a0217f17c50df,US-250 E (14 miles from Cadiz) → Holly View Dr W (0.45 mile) → Pad,true,3,1,1,0,1,0,2,DONE,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=40.151125%2C-80.852968&waypoints=40.1516769902779%2C-80.8451322878882%7C40.1510618834494%2C-80.8504752159943,existing_reviewed_contract_preserved,REVIEWED_HANDOFF_READY,Existing reviewed named/public-road handoff remains byte-stable; any terminal GPS/private remainder stays explicitly neutral or held.,
333598ca-37b3-4b44-9411-a490cc3da672,ascent--bannock,BANNOCK,Belmont,UNION,1786744183028038,40.111003,'-81.002932,verified driver entrance,directions_clear,7a67fd418c3560fd525620d41f092dbe874a2c8762ce4c23eddd5d57b9f54e10,I-70 → Exit 213 → OH-331 N (2.5 miles) → Lafferty-Bannock Rd / CR-10 (1.6 miles) → Lease Road,true,5,1,2,0,2,0,3,DONE,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=40.111003%2C-81.002932&waypoints=40.10871301297529%2C-80.97829303262223,existing_reviewed_contract_preserved,REVIEWED_HANDOFF_READY,Existing reviewed named/public-road handoff remains byte-stable; any terminal GPS/private remainder stays explicitly neutral or held.,
98eec273-b8aa-49b6-b791-2d53b5f256c6,ascent--bedway,BEDWAY,Belmont,UNION,1786258360881449,40.072874,'-81.021494,verified driver entrance,directions_clear,166d44c89e9c59f4e8df8975a3b00921fdfd4bc654fefaf70a408f190fa646fb,I-70 → Exit 208 → OH-149 N (0.5 mile) → US-40 E (1.5 miles) → Pancoast Rd / TR-263 (0.5 mile),true,5,1,3,0,3,0,4,GPS_ONLY,,not_ready,HELD_TRANSITION,"Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.",
c2c9664b-f853-4ecf-8107-7b5630e69bcf,ascent--bennington,BENNINGTON,Belmont,Smith,1786265812046205,39.982139,'-80.914606,official pad reference,directions_clear,af7b02d45dac0af99a83d0725266e31964f734b65b3098f6423a59700dc46291,Route 70 E → Exit 208 → Route 149 S → Route 147 → Route 147 at Centerville (3.5 miles) → CR-5 (1.4 miles) → Lease Road,true,7,1,4,0,3,0,5,GPS_ONLY,,not_ready,HELD_TRANSITION,"Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.",
f896d00c-da26-41b6-bf5b-e9d91afbdbc6,ascent--blayney,BLAYNEY,Belmont,WHEELING,1787615581785257,40.115603,'-80.992706,saved pad reference,directions_clear,3f88976894a8799bb9e5481818eb184db76a30b2c733d76556c24a8357144ddc,I-70 → Exit 213 → OH-331 N (2.5 miles) → Lafferty-Bannock Rd / CR-10 (0.8 mile) → Pad,true,5,1,2,0,2,1,2,GPS_ONLY,,not_ready,HELD_TRANSITION,"Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.",
456b4e09-b11c-429b-87e2-1b293bfb319c,ascent--blessed,BLESSED,Belmont,RICHLAND,1786265812046205,40.011526,'-80.879811,saved pad reference,directions_clear,5ad56ab4404a520ceffa687542f3f822434aa71b9e5e7da9518f362f743b46b9,I-70 E → Exit 216 → OH-9 S (1.5 miles) → Glencoe Rd / CR-5 (about 2 miles) → Garrett Hill Rd → Sutton Rd → second Ascent access road,true,7,4,1,0,4,0,5,GPS_ONLY,,not_ready,HELD_TRANSITION,"Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.",
5056a78d-6965-4cfa-a100-488b80ba5397,ascent--borovich,BOROVICH,Belmont,RICHLAND,1786258360881449,40.0112,'-80.892363,saved pad reference,directions_clear,2a3f4f2e6428338de902fad5e05b9eaf09eb70bacd320f9e8d29d64b899ac9f0,US-22 W / Cadiz-Steubenville Rd (1.9 miles) → Industrial Park Rd (2.4 miles) → OH-9 S / Cadiz-New Athens Rd / St. Clair Ave (5 miles) → OH-149 S (3.1 miles) → OH-331 S (7.5 miles) → US-40 E (2 miles) → I-70 E (1.5 miles) → Exit 216 (0.2 mile) → OH-9 S (4 miles) → OH-149 S (3 miles),true,10,3,6,0,8,0,9,GPS_ONLY,,not_ready,HELD_TRANSITION,"Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.",
05c3de57-2e9b-4a24-9c5b-59584fbec133,ascent--breeze,BREEZE,Belmont,RICHLAND,1786258360881449,40.035226,'-80.97599,saved pad reference,directions_clear,94e4c480ea1618a8f645e980e48a82f9596fed09f8de6b9d1cd38f62e7f018c2,I-70 → Exit 216 → OH-9 S (4.2 miles) → OH-149 (2.4 miles) → Airport Rd / CR-82 → Lease Road,true,6,2,2,0,3,0,4,GPS_ONLY,,not_ready,HELD_TRANSITION,"Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.",
b9d1a8de-2ddd-4345-82a1-7e2a1f6ff2cb,ascent--carlos,CARLOS,Belmont,RICHLAND,1786265812046205,40.042305,'-80.972809,saved pad reference,directions_clear,7a40c473240fefa37f8ee98f0df712eba31a27731b419bb72425d4b553438398,I-70 E → Exit 208 / Route 149 S → Elm States Rd / TR-82 → Breeze pad landmark → approximately 1 mile → Carlos pad,true,6,1,1,0,1,0,2,GPS_ONLY,,not_ready,HELD_TRANSITION,"Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.",
18213b3c-d7a0-4042-b369-c595dce25a9d,ascent--coffield,COFFIELD,Belmont,RICHLAND,1786258360881449,40.044611,'-80.88296,saved pad reference,directions_clear,996ddb39cfe7297a9f67176b6b12c5b8872cdbd48595366218635cae23d6690e,Route 70 → Route 9 S → County Road 5 → Methodist Ridge haul-route sign → Pad,true,5,2,2,0,3,0,4,GPS_ONLY,,not_ready,HELD_IDENTITY,The earliest unresolved cleaned-source blocker is an exact authoritative identity/Road Manager mapping gap.,
ab964acf-05ac-4e18-b8cd-e5cb3914105c,ascent--coleman,COLEMAN,Belmont,RICHLAND,1787459253071652,40.07909,'-80.93528,saved pad reference,directions_clear,faa6ba3e6b5ebc15ab1a7ef9d24527a2bbb70f93646fe60c676e259009a4be26,I-70 → Exit 215 → US-40 W → Vineyard Rd / CR-56 (0.4 mile),true,4,1,2,0,2,1,2,GPS_ONLY,,not_ready,HELD_TRANSITION,"Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.",
4213711f-0f23-440a-b0ec-42a1f9be4db0,ascent--cook,COOK,Belmont,RICHLAND,1786265812046205,40.002019,'-80.875167,saved pad reference,directions_clear,b49d7936515b531e8a33483e450d07971bb8d058c5a2f2f64b5fe38fbae0a4a7,SR-149 W (9.4 miles) → Tar Run Rd (0.1 mile) → Cumberland Run Rd (300 feet) → Lease Road,true,4,2,1,0,2,0,3,GPS_ONLY,,not_ready,HELD_TRANSITION,"Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.",
23053421-06d5-47a2-bf77-5c3fdea4939b,ascent--cravat-north,CRAVAT NORTH,Belmont,WHEELING,1786258360881449,40.158191,'-80.913312,saved pad reference,directions_clear,8dde4dc5c2c0f80355b3ad93f4a9b108f3cd4d52edf5a327aed560b8228378c1,I-70 → Exit 216 → OH-9 N (7.5 miles) → Shepherstown Rd / CR-64 (1.4 miles) → CR-36 (1.2 miles) → Entrance,true,6,2,2,0,3,0,4,GPS_ONLY,,not_ready,HELD_IDENTITY,The earliest unresolved cleaned-source blocker is an exact authoritative identity/Road Manager mapping gap.,
fba35b8e-ccc6-406b-b27c-ac9ce4eed29d,ascent--crowie,CROWIE,Belmont,RICHLAND,1786265812046205,40.0979,'-80.9384,verified driver entrance,directions_clear,98380b6f2f1c5f30e12124b5a6689ecaa2cb6f36aa87b6f1fb8a566489b2394d,Route 70 → Exit 215 → Route 40 W → Vineyard Rd → Williams Rd → Crowie,true,6,3,1,2,1,0,4,DONE,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=40.0979%2C-80.9384&waypoints=40.073689%2C-80.945041%7C40.088246%2C-80.944086,existing_reviewed_contract_preserved,REVIEWED_HANDOFF_READY,Existing reviewed named/public-road handoff remains byte-stable; any terminal GPS/private remainder stays explicitly neutral or held.,
fbdb5ee4-38d6-4801-81cc-8ad4abbb24e2,ascent--dutton,DUTTON,Belmont,WHEELING,1787459253071652,40.150027,'-81.017133,saved pad reference,directions_clear,53ee2f0722009bcbbdda429e61d56c147cfcc772b9293c7699b4fd48513fef91,I-70 → Exit 213 → OH-331 N (6.7 miles) → Dutton Dr (1 mile) → Ascent sign → Gate (0.2 mile),true,6,2,1,0,2,0,3,DONE,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=40.150027%2C-81.017133&waypoints=40.143135410968%2C-81.033512001895,existing_reviewed_contract_preserved,REVIEWED_HANDOFF_READY,Existing reviewed named/public-road handoff remains byte-stable; any terminal GPS/private remainder stays explicitly neutral or held.,
6a47931a-4341-4965-9593-cfc3fc3e1c80,ascent--emersyn,EMERSYN,Belmont,RICHLAND,1786258360881449,40.089436,'-80.996978,verified driver entrance,directions_clear,73f32f9340f871b4c41e4179e645c7e8a183faf2576993d612851231e947825a,OH-149 (6.9 miles) → US-40 (1.4 miles) → Pancoast Rd (1 mile) → Lude Rd (0.9 miles) → National Oco Rd (0.8 miles) → Saffel Rd (0.5 miles),true,6,2,4,0,5,0,6,GPS_ONLY,,not_ready,HELD_IDENTITY,The earliest unresolved cleaned-source blocker is an exact authoritative identity/Road Manager mapping gap.,
a6fafe63-0153-4e09-a931-0da5b65b18ea,ascent--eureka,EUREKA,Belmont,SMITH,1786265812046205,40.01486,'-80.920507,saved pad reference,directions_clear,8d477b99feaa58718b4223da1f9e961f679c655d66d6ad81d77f43fdd86a47ef,Warnock Glencoe Rd / SR-149 W (3.4 miles) → Eureka entrance,true,2,0,1,0,0,0,1,GPS_ONLY,,not_ready,HELD_TRANSITION,"Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.",
4166a215-45bb-4662-82e2-80bb0184703b,ascent--exeter,EXETER,Belmont,Richland,1786265812046205,40.099352,'-80.984043,official pad reference,directions_clear,11d94052b136e3eb25eba74c14aa853200524e3022354d9de81534c39cdfb610,I-70 → Exit 213 → Route 331 N → Prison landmark → Left at bottom of hill → Immediate right → Narrow bridge → Lease Road,true,8,1,1,0,1,0,2,GPS_ONLY,,not_ready,HELD_TRANSITION,"Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.",
46b82718-a6ca-437a-a2c6-f50c3f57c552,ascent--ezekiel,EZEKIEL,Belmont,Warren,1787459253071652,40.005527,'-81.207719,saved pad reference,written_directions,39237d728fb99f2df462b098811c825a2831affbbe4839a176f708717fccb75f,,false,0,0,0,0,0,0,0,GPS_ONLY,,not_ready,INSUFFICIENT,Only unstructured written directions are available; a canonical route cannot be inferred without guessing.,
f5944b59-285c-4c82-aeba-98b3d1fba4ae,ascent--fleagane,FLEAGANE,Belmont,PULTNEY,1786258360881449,40.048011,'-80.795112,saved pad reference,directions_clear,fdef0d518402ae7bd79db6628e37834163055ed6609a749342c4bd8ebc7cccb0,Route 70 E → Interstate 470 E → County Road 214 → Pad lease,true,4,0,3,0,2,0,3,GPS_ONLY,,not_ready,HELD_IDENTITY,The earliest unresolved cleaned-source blocker is an exact authoritative identity/Road Manager mapping gap.,
ed1df007-6cd9-4704-9d48-f72209cefa29,ascent--geoflo,GEOFLO,Belmont,WHEELING,1786265812046205,40.120221,'-80.921817,saved pad reference,directions_clear,9d9444f4cf48dad537d62fd952039be43f15eaa57e2086677ff436caddbd6c40,Exit 216 → SR-9 N (3.1 miles) → Maynard Rd / CR-56 (0.8 mile) → Kagg Hill Rd (0.9 mile) → Fairpoint-Maynard Rd / CR-10 (0.5 mile) → Lease Road,true,6,3,1,0,3,1,3,GPS_ONLY,,not_ready,HELD_TRANSITION,"Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.",
a02e60ee-e32a-4c10-a7c5-b284395159fd,ascent--grand,GRAND,Belmont,Warren,1786265512886177,40.013451,'-81.160887,official wellhead reference,directions_clear,f3408fa81a63074172b921c075a1a6e447a1cfc1150f61ad881bfd00dca11ddc,I-70 → Exit 202 / Barnesville → Head south (about 2.9 miles) → Hillcrest Rd → Lease Road,true,5,0,2,0,1,0,2,GPS_ONLY,,not_ready,HELD_IDENTITY,The earliest unresolved cleaned-source blocker is an exact authoritative identity/Road Manager mapping gap.,
f2f82142-f6d8-4f8d-b440-2ff86f624158,ascent--hastings,HASTINGS,Belmont,WHEELING,1786265812046205,40.163138,'-81.021428,saved pad reference,directions_clear,d968fcea3106cfe16fc14e99a16f074cb156f733bad8b14949ba26d910fd08aa,I-70 → Exit 213 → Route 331 N → Route 149 N (1.3 miles) → Chaney Rd → Jockey Hollow Rd → Lease Road,true,7,2,3,0,4,0,5,DONE,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=40.163138%2C-81.021428&waypoints=40.160397859316%2C-81.016701259012,existing_reviewed_contract_preserved,REVIEWED_HANDOFF_READY,Existing reviewed named/public-road handoff remains byte-stable; any terminal GPS/private remainder stays explicitly neutral or held.,
952f385d-659a-4f00-80c6-3aff474d5f27,ascent--heller,HELLER,Belmont,MEAD,1786265812046205,39.974278,'-80.887661,saved pad reference,directions_clear,5adcbfba7af4fa8e8da63590faca0bae7afbceae9b8607b7c0e674d78e2cbe6d,I-70 → Exit 216 → SR-9 S (7.8 miles) → SR-9 / SR-147 (0.8 mile) → SR-147 E (5.1 miles) → Lease Road,true,6,1,3,0,2,1,3,DONE,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=39.974278%2C-80.887661&waypoints=39.974208%2C-80.887673,existing_reviewed_contract_preserved,REVIEWED_HANDOFF_READY,Existing reviewed named/public-road handoff remains byte-stable; any terminal GPS/private remainder stays explicitly neutral or held.,
036d0ac7-d72e-49e4-a400-ee0a631029e1,ascent--henderson,HENDERSON,Belmont,RICHLAND,1786265812046205,40.050354,'-80.935656,saved pad reference,directions_clear,c8c3fdda548270f00b962cebd720f502171afe61f34ced37abc295174fb92007,I-70 → Exit 208 → OH-149 S (2.4 miles) → OH-147 / OH-149 (0.2 mile) → OH-149 (6.9 miles) → OH-9 N (1.5 miles) → Henderson Rd / TR-722 (0.6 mile) → Lease Road,true,8,2,4,0,5,0,6,GPS_ONLY,,not_ready,HELD_TRANSITION,"Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.",
07b566cd-393e-49f6-9547-676438aefc1a,ascent--hindman,HINDMAN,Belmont,Richland,1786246617744175,40.080894,'-80.842001,official pad reference,directions_clear,3a80e1ac5e953f3a4c99e3626720c2d4b28cbeb2b93793a281313bc49f5b8c44,I-70 → Exit 218 → Mall Rd → saved Route 40 (1.1 miles) → Hindman Rd / TR-437 (0.7 mile) → Access,true,6,0,4,0,3,0,4,GPS_ONLY,,not_ready,HELD_IDENTITY,The earliest unresolved cleaned-source blocker is an exact authoritative identity/Road Manager mapping gap.,
85d74b99-da49-4a5a-aadf-1ce2b461071c,ascent--kaldor,KALDOR,Belmont,MEAD,1786265812046205,39.976061,'-80.838183,saved pad reference,directions_clear,6e1f8b1bd47fa58e97be3540a4fac6d9c17026df3a1b06f393e37ba9bc913550,I-70 → Exit 208 → Route 147 → Belmont → Centerville → Key → Driveway → Pad,true,8,0,2,0,1,1,1,DONE,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=39.976061%2C-80.838183&waypoints=39.986736%2C-80.842346,existing_reviewed_contract_preserved,REVIEWED_HANDOFF_READY,Existing reviewed named/public-road handoff remains byte-stable; any terminal GPS/private remainder stays explicitly neutral or held.,
947959e6-8297-4b03-b591-25d196e7b1c0,ascent--kasetta,KASETTA,Belmont,York,1786265812046205,39.92,'-80.87,saved pad reference,directions_clear,2dc387fd33307469983c54d21e462ee6f576417a6d375ea1ef42b83f45959b2a,I-70 → Exit 208 → Route 149 S → Route 147 → CR-5 (1.3 miles) → CR-56 / Mount Victory Rd (3.1 miles) → Lease Road,true,7,4,1,0,4,1,4,GPS_ONLY,,not_ready,HELD_TRANSITION,"Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.",
c09f4dd1-68f9-46d1-90b3-560240550ecd,ascent--kemper,KEMPER,Belmont,Richland,1786265812046205,39.98664,'-80.84253,saved pad reference,directions_clear,b192d0a1637276db1031f09206fd21e6a9350568c56617688111d5b386b63897,Exit 208 → Route 149 → Route 147 → Belmont Mills → Centerville → Jacobsburg → Key → Driveway → Pad,true,9,2,0,0,1,1,1,DONE,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=39.98664%2C-80.84253&waypoints=39.986694%2C-80.842534,existing_reviewed_contract_preserved,REVIEWED_HANDOFF_READY,Existing reviewed named/public-road handoff remains byte-stable; any terminal GPS/private remainder stays explicitly neutral or held.,
3d920c70-2910-4b0a-a85a-442cd477802f,ascent--krnyaich,KRNYAICH,Belmont,MEAD,1786258360881449,39.966783,'-80.851178,saved pad reference,directions_clear,375dfd8f7e15f8f7c5aa840b824abbb82812c5e2395a522e8c7b701379d19de9,Route 147 in Key → Wegee Rd → Cash Ridge Rd → Lease Road,true,4,2,1,0,2,0,3,GPS_ONLY,,not_ready,HELD_TRANSITION,"Named road evidence exists, but at least one exact traveled junction or occurrence receipt is unresolved.",
47a0305e-c641-499b-990c-0f7fe83493b8,ascent--kungle-a,KUNGLE A,Belmont,YORK,1787459253071652,39.88507,'-80.88258,saved pad reference,directions_clear,b3b05174a2ca37023da6015432fa2810d842088dfd40487b395d50370d26ef5e,OH-556 E (4.5 miles) → Clover Ridge Rd (5.7 miles) → OH-148 E (0.9 mile) → OH-148 E (1.4 miles) → Potts Rd (0.7 mile) → Entrance,true,6,4,1,0,4,0,5,DONE,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=39.88507%2C-80.88258&waypoints=39.886820116283%2C-80.869735364419,existing_reviewed_contract_preserved,REVIEWED_HANDOFF_READY,Existing reviewed named/public-road handoff remains byte-stable; any terminal GPS/private remainder stays explicitly neutral or held.,
ad5ef012-46f5-46ca-93c7-0f5b492cb201,ascent--kungle-b,KUNGLE B,Belmont,YORK,1786258360881449,39.88678,'-80.87008,saved pad reference,directions_clear,b9c0a89fcb8a1307dee1b9b7ab46503d74a538c8ed8d69ae1c563d10f8822b4f,OH-556 E (4.5 miles) → Clover Ridge Rd (5.7 miles) → OH-148 E (0.9 mile) → OH-148 E (1.4 miles) → Potts Rd → Entrance,true,6,4,1,0,4,0,5,DONE,https://www.google.com/maps/dir/?api=1&travelmode=driving&dir_action=navigate&destination=39.88678%2C-80.87008&waypoints=39.886820116283%2C-80.869735364419,existing_reviewed_contract_preserved,REVIEWED_HANDOFF_READY,Existing reviewed named/public-road handoff remains byte-stable; any terminal GPS/private remainder stays explicitly neutral or held.,
83499ca1-3c45-4502-b7c2-688e88343093,ascent--kurth,KURTH,Belmont,RICHLAND,1786258360881449,40.031709,'-80.841961,saved pad reference,directions_clear,ab23fa4f25449c814918d3cb29c64926dadeb6db266476ea813379c374477536,I-70 → Exit 216 → OH-9 S (1.5 miles) → CR-5 (1.2 miles) → Methodist Ridge Rd (3.5 miles) → Campbell-Johnson Hill Rd (0.2 mile) → Lease Road,true,7,3,2,0,4,0,5,GPS_ONLY,,not_ready,HELD_IDENTITY,The earliest unresolved cleaned-source blocker is an exact authoritative identity/Road Manager mapping gap.,
